id,sales
2975634,276.76
2975635,339.0
2975636,2.0
2975637,5.0
2975638,216.013
2975639,50.877
2975640,1642.583
2975641,2.0
2975642,3.0
2975940,4.0
2975941,0.0
2975942,2.0
2975943,2645.0
2975944,0.0
2975945,428.186
2975946,7.0
2975947,942.0
2975948,941.0
2975949,150.745
2975950,160.0
2975951,200.899
2975952,3247.0
2975953,26.0
2975954,1.0
2975955,38.0
2975956,18.0
2975957,0.0
2975958,277.0
2975959,18.0
2975960,31.0
2975961,10.0
2975962,81.0
2975963,7.0
2975964,270.592
2975965,169.0
2975966,2.0
2975967,12.0
2975968,375.62302
2975969,63.057
2975970,4375.5522
2975971,0.0
2975972,24.878
2976303,6.0
2976304,0.0
2976305,9.0
2976306,3394.0
2976307,0.0
2976308,656.0
2976309,9.0
2976310,1071.0
2976311,870.0
2976312,227.064
2976313,183.0
2976314,125.0
2976315,4352.0
2976316,40.0
2976317,0.0
2976318,26.0
2976319,35.0
2976320,0.0
2976321,324.0
2976322,28.0
2976323,20.0
2976324,11.0
2976325,47.0
2976326,6.0
2976327,417.792
2976328,338.0
2976329,10.0
2976330,16.0
2976331,467.46
2976332,146.6
2976333,3532.874
2976334,0.0
2976335,37.174
2976666,11.0
2976667,2.0
2976668,14.0
2976669,8217.0
2976670,0.0
2976671,1296.196
2976672,23.0
2976673,2670.0
2976674,2297.0
2976675,341.668
2976676,563.0
2976677,349.13
2976678,8761.0
2976679,99.0
2976680,3.0
2976681,37.0
2976682,65.0
2976683,0.0
2976684,638.0
2976685,42.0
2976686,79.0
2976687,30.0
2976688,186.0
2976689,16.0
2976690,725.44904
2976691,623.0
2976692,17.0
2976693,23.0
2976694,1121.705
2976695,210.95999
2976696,11352.238
2976697,2.0
2976698,79.145
2977029,8.0
2977030,3.0
2977031,5.0
2977032,2612.0
2977033,0.0
2977034,401.101
2977035,4.0
2977036,926.0
2977037,716.0
2977038,207.008
2977039,150.0
2977040,106.0
2977041,3652.0
2977042,32.0
2977043,1.0
2977044,26.0
2977045,16.0
2977046,0.0
2977047,198.0
2977048,24.0
2977049,30.0
2977050,2.0
2977051,85.0
2977052,3.0
2977053,366.246
2977054,267.0
2977055,4.0
2977056,9.0
2977057,363.449
2977058,64.162
2977059,3187.924
2977060,0.0
2977061,24.423
2977392,6.0
2977393,0.0
2977394,9.0
2977395,2920.0
2977396,0.0
2977397,365.026
2977398,21.0
2977399,1069.0
2977400,590.0
2977401,282.108
2977402,84.0
2977403,75.0
2977404,3534.0
2977405,78.0
2977406,1.0
2977407,48.0
2977408,21.0
2977409,0.0
2977410,232.0
2977411,13.0
2977412,12.0
2977413,11.0
2977414,44.0
2977415,8.0
2977416,216.916
2977417,292.0
2977418,1.0
2977419,8.0
2977420,225.189
2977421,51.819
2977422,2281.91
2977423,2.0
2977424,17.417
2977722,3.0
2977723,0.0
2977724,5.0
2977725,2037.0
2977726,0.0
2977727,282.81
2977728,10.0
2977729,622.0
2977730,529.0
2977731,106.929
2977732,120.0
2977733,132.185
2977734,2177.0
2977735,24.0
2977736,3.0
2977737,20.0
2977738,26.0
2977739,0.0
2977740,169.0
2977741,13.0
2977742,10.0
2977743,2.0
2977744,93.0
2977745,5.0
2977746,272.606
2977747,149.0
2977748,2.0
2977749,7.0
2977750,233.689
2977751,57.154
2977752,1925.761
2977753,0.0
2977754,33.486
2978085,0.0
2978086,0.0
2978087,10.0
2978088,2304.0
2978089,0.0
2978090,609.0
2978091,4.0
2978092,847.0
2978093,686.0
2978094,152.613
2978095,147.0
2978096,77.0
2978097,3558.0
2978098,25.0
2978099,0.0
2978100,19.0
2978101,15.0
2978102,0.0
2978103,216.0
2978104,22.0
2978105,15.0
2978106,2.0
2978107,60.0
2978108,1.0
2978109,287.101
2978110,274.0
2978111,6.0
2978112,3.0
2978113,399.105
2978114,101.975
2978115,2035.934
2978116,0.0
2978117,33.546
2978448,12.0
2978449,1.0
2978450,12.0
2978451,7267.0
2978452,0.0
2978453,1022.235
2978454,112.0
2978455,1647.0
2978456,1740.0
2978457,325.867
2978458,393.0
2978459,335.689
2978460,7120.0
2978461,96.0
2978462,2.0
2978463,34.0
2978464,50.0
2978465,0.0
2978466,410.0
2978467,30.0
2978468,32.0
2978469,45.0
2978470,162.0
2978471,13.0
2978472,674.851
2978473,495.0
2978474,24.0
2978475,19.0
2978476,1034.553
2978477,183.063
2978478,6543.161
2978479,1.0
2978480,78.986
2978811,2.0
2978812,2.0
2978813,0.0
2978814,1904.0
2978815,0.0
2978816,297.812
2978817,2.0
2978818,590.0
2978819,635.0
2978820,163.564
2978821,118.0
2978822,72.413
2978823,2744.0
2978824,22.0
2978825,0.0
2978826,8.0
2978827,13.0
2978828,0.0
2978829,187.0
2978830,24.0
2978831,10.0
2978832,2.0
2978833,64.0
2978834,2.0
2978835,255.43001
2978836,227.0
2978837,12.0
2978838,3.0
2978839,267.649
2978840,24.51
2978841,1690.203
2978842,0.0
2978843,17.887
2979174,3.0
2979175,0.0
2979176,11.0
2979177,1234.0
2979178,0.0
2979179,289.485
2979180,22.0
2979181,664.0
2979182,459.0
2979183,205.446
2979184,59.0
2979185,76.664
2979186,2364.0
2979187,17.0
2979188,0.0
2979189,52.0
2979190,12.0
2979191,0.0
2979192,149.0
2979193,9.0
2979194,6.0
2979195,8.0
2979196,62.0
2979197,2.0
2979198,232.503
2979199,210.0
2979200,0.0
2979201,7.0
2979202,209.174
2979203,58.886
2979204,1343.708
2979205,0.0
2979206,9.515
2979504,8.0
2979505,0.0
2979506,7.0
2979507,2479.0
2979508,0.0
2979509,385.044
2979510,24.0
2979511,729.0
2979512,767.0
2979513,170.185
2979514,143.0
2979515,143.0
2979516,2778.0
2979517,9.0
2979518,4.0
2979519,49.0
2979520,22.0
2979521,0.0
2979522,168.0
2979523,10.0
2979524,17.0
2979525,13.0
2979526,155.0
2979527,2.0
2979528,639.55096
2979529,138.0
2979530,7.0
2979531,5.0
2979532,481.049
2979533,60.498
2979534,2702.803
2979535,0.0
2979536,33.768
2979867,10.0
2979868,0.0
2979869,5.0
2979870,2785.0
2979871,0.0
2979872,664.0
2979873,26.0
2979874,900.0
2979875,895.0
2979876,276.172
2979877,194.0
2979878,150.425
2979879,3874.0
2979880,20.0
2979881,5.0
2979882,21.0
2979883,13.0
2979884,0.0
2979885,227.0
2979886,20.0
2979887,21.0
2979888,0.0
2979889,135.0
2979890,7.0
2979891,1545.465
2979892,230.0
2979893,3.0
2979894,7.0
2979895,667.52
2979896,91.213
2979897,2181.277
2979898,0.0
2979899,47.119
2980230,10.0
2980231,2.0
2980232,18.0
2980233,7967.0
2980234,0.0
2980235,1271.429
2980236,38.0
2980237,2022.0
2980238,2217.0
2980239,424.077
2980240,502.0
2980241,408.9
2980242,8568.0
2980243,84.0
2980244,5.0
2980245,60.0
2980246,66.0
2980247,0.0
2980248,460.0
2980249,45.0
2980250,65.0
2980251,30.0
2980252,332.0
2980253,55.0
2980254,1386.923
2980255,556.0
2980256,30.0
2980257,14.0
2980258,1586.1229
2980259,249.673
2980260,7445.517
2980261,2.0
2980262,114.206
2980593,4.0
2980594,3.0
2980595,5.0
2980596,3015.0
2980597,0.0
2980598,352.124
2980599,6.0
2980600,1176.0
2980601,751.0
2980602,186.772
2980603,164.0
2980604,98.0
2980605,4501.0
2980606,26.0
2980607,1.0
2980608,11.0
2980609,12.0
2980610,0.0
2980611,153.0
2980612,24.0
2980613,28.0
2980614,3.0
2980615,177.0
2980616,7.0
2980617,1024.884
2980618,316.0
2980619,5.0
2980620,15.0
2980621,454.709
2980622,48.498
2980623,2036.156
2980624,0.0
2980625,30.428001
2980956,9.0
2980957,0.0
2980958,12.0
2980959,1774.0
2980960,0.0
2980961,345.226
2980962,27.0
2980963,865.0
2980964,491.0
2980965,246.374
2980966,91.0
2980967,135.183
2980968,2968.0
2980969,28.0
2980970,0.0
2980971,31.0
2980972,11.0
2980973,0.0
2980974,166.0
2980975,15.0
2980976,18.0
2980977,3.0
2980978,68.0
2980979,12.0
2980980,326.74
2980981,225.0
2980982,4.0
2980983,6.0
2980984,302.71
2980985,56.919
2980986,1697.238
2980987,1.0
2980988,9.582
2981286,5.0
2981287,0.0
2981288,3.0
2981289,2093.0
2981290,0.0
2981291,271.579
2981292,12.0
2981293,442.0
2981294,624.0
2981295,104.168
2981296,155.0
2981297,155.597
2981298,2034.0
2981299,13.0
2981300,0.0
2981301,10.0
2981302,25.0
2981303,0.0
2981304,158.0
2981305,16.0
2981306,17.0
2981307,2.0
2981308,116.0
2981309,13.0
2981310,481.923
2981311,154.0
2981312,5.0
2981313,9.0
2981314,257.44
2981315,66.906
2981316,2126.341
2981317,0.0
2981318,17.625
2981649,10.0
2981650,0.0
2981651,8.0
2981652,3150.0
2981653,0.0
2981654,639.0
2981655,13.0
2981656,890.0
2981657,856.0
2981658,285.503
2981659,195.0
2981660,138.0
2981661,3929.0
2981662,25.0
2981663,4.0
2981664,27.0
2981665,13.0
2981666,0.0
2981667,255.0
2981668,35.0
2981669,13.0
2981670,7.0
2981671,134.0
2981672,13.0
2981673,426.65298
2981674,274.0
2981675,4.0
2981676,9.0
2981677,484.394
2981678,117.637
2981679,2396.897
2981680,0.0
2981681,47.973
2982012,12.0
2982013,1.0
2982014,20.0
2982015,10187.0
2982016,0.0
2982017,1396.141
2982018,56.0
2982019,2222.0
2982020,2391.0
2982021,386.683
2982022,561.0
2982023,477.745
2982024,8532.0
2982025,99.0
2982026,1.0
2982027,141.0
2982028,76.0
2982029,0.0
2982030,546.0
2982031,46.0
2982032,65.0
2982033,20.0
2982034,357.0
2982035,47.0
2982036,822.768
2982037,674.0
2982038,35.0
2982039,40.0
2982040,1239.609
2982041,275.778
2982042,8418.8545
2982043,0.0
2982044,80.632
2982375,6.0
2982376,1.0
2982377,14.0
2982378,2500.0
2982379,0.0
2982380,431.526
2982381,24.0
2982382,867.0
2982383,851.0
2982384,210.956
2982385,154.0
2982386,152.574
2982387,3680.0
2982388,29.0
2982389,4.0
2982390,16.0
2982391,8.0
2982392,0.0
2982393,263.0
2982394,23.0
2982395,24.0
2982396,8.0
2982397,161.0
2982398,6.0
2982399,332.722
2982400,279.0
2982401,8.0
2982402,14.0
2982403,476.719
2982404,93.462
2982405,2552.739
2982406,0.0
2982407,26.146
2982738,8.0
2982739,1.0
2982740,17.0
2982741,2164.0
2982742,0.0
2982743,384.263
2982744,54.0
2982745,937.0
2982746,595.0
2982747,252.953
2982748,85.0
2982749,197.08
2982750,3396.0
2982751,46.0
2982752,1.0
2982753,32.0
2982754,13.0
2982755,0.0
2982756,209.0
2982757,12.0
2982758,11.0
2982759,11.0
2982760,117.0
2982761,13.0
2982762,328.404
2982763,280.0
2982764,1.0
2982765,12.0
2982766,278.13
2982767,81.976
2982768,1676.279
2982769,2.0
2982770,5.852
2983068,6.0
2983069,0.0
2983070,2.0
2983071,968.0
2983072,0.0
2983073,144.024
2983074,2.0
2983075,233.0
2983076,312.0
2983077,60.289
2983078,47.0
2983079,40.0
2983080,1025.0
2983081,11.0
2983082,2.0
2983083,2.0
2983084,8.0
2983085,0.0
2983086,77.0
2983087,6.0
2983088,9.0
2983089,16.0
2983090,41.0
2983091,4.0
2983092,116.098
2983093,74.0
2983094,3.0
2983095,4.0
2983096,117.783
2983097,39.656998
2983098,1027.442
2983099,0.0
2983100,11.955
2983431,11.0
2983432,0.0
2983433,13.0
2983434,3594.0
2983435,0.0
2983436,748.0
2983437,9.0
2983438,1008.0
2983439,1051.0
2983440,257.803
2983441,241.0
2983442,145.0
2983443,4732.0
2983444,44.0
2983445,1.0
2983446,27.0
2983447,32.0
2983448,0.0
2983449,333.0
2983450,40.0
2983451,31.0
2983452,5.0
2983453,77.0
2983454,18.0
2983455,435.524
2983456,370.0
2983457,10.0
2983458,19.0
2983459,553.65
2983460,115.262
2983461,3017.821
2983462,0.0
2983463,48.509
2983794,16.0
2983795,4.0
2983796,34.0
2983797,10600.0
2983798,0.0
2983799,1441.139
2983800,25.0
2983801,2266.0
2983802,2602.0
2983803,429.782
2983804,628.0
2983805,427.3
2983806,9668.0
2983807,81.0
2983808,5.0
2983809,62.0
2983810,78.0
2983811,0.0
2983812,653.0
2983813,82.0
2983814,76.0
2983815,19.0
2983816,197.0
2983817,50.0
2983818,884.012
2983819,814.0
2983820,31.0
2983821,37.0
2983822,1374.257
2983823,327.892
2983824,8977.181
2983825,3.0
2983826,112.807
2984157,8.0
2984158,1.0
2984159,19.0
2984160,3579.0
2984161,0.0
2984162,445.925
2984163,5.0
2984164,978.0
2984165,1005.0
2984166,258.486
2984167,214.0
2984168,131.0
2984169,5154.0
2984170,32.0
2984171,2.0
2984172,21.0
2984173,15.0
2984174,0.0
2984175,275.0
2984176,26.0
2984177,29.0
2984178,4.0
2984179,79.0
2984180,14.0
2984181,366.505
2984182,418.0
2984183,9.0
2984184,15.0
2984185,530.003
2984186,40.346
2984187,3094.069
2984188,0.0
2984189,32.712
2984520,12.0
2984521,3.0
2984522,17.0
2984523,2166.0
2984524,0.0
2984525,399.051
2984526,22.0
2984527,926.0
2984528,663.0
2984529,242.48
2984530,97.0
2984531,76.0
2984532,3460.0
2984533,33.0
2984534,5.0
2984535,25.0
2984536,34.0
2984537,0.0
2984538,237.0
2984539,33.0
2984540,9.0
2984541,20.0
2984542,63.0
2984543,6.0
2984544,241.046
2984545,326.0
2984546,7.0
2984547,10.0
2984548,253.303
2984549,64.295
2984550,1800.523
2984551,0.0
2984552,13.866
2984850,7.0
2984851,0.0
2984852,5.0
2984853,2086.0
2984854,0.0
2984855,328.382
2984856,18.0
2984857,741.0
2984858,717.0
2984859,138.907
2984860,152.0
2984861,136.719
2984862,2551.0
2984863,19.0
2984864,2.0
2984865,19.0
2984866,24.0
2984867,0.0
2984868,168.0
2984869,19.0
2984870,10.0
2984871,5.0
2984872,58.0
2984873,16.0
2984874,236.746
2984875,187.0
2984876,4.0
2984877,7.0
2984878,364.209
2984879,69.724
2984880,2416.128
2984881,0.0
2984882,32.321
2985213,3.0
2985214,0.0
2985215,4.0
2985216,2547.0
2985217,0.0
2985218,606.0
2985219,8.0
2985220,789.0
2985221,779.0
2985222,203.618
2985223,175.0
2985224,56.0
2985225,3549.0
2985226,30.0
2985227,0.0
2985228,7.0
2985229,23.0
2985230,0.0
2985231,207.0
2985232,12.0
2985233,11.0
2985234,3.0
2985235,28.0
2985236,14.0
2985237,300.464
2985238,267.0
2985239,12.0
2985240,9.0
2985241,383.369
2985242,112.87
2985243,2212.084
2985244,0.0
2985245,31.048
2985576,11.0
2985577,4.0
2985578,18.0
2985579,7610.0
2985580,0.0
2985581,1153.16
2985582,23.0
2985583,1756.0
2985584,2018.0
2985585,353.54
2985586,478.0
2985587,300.68
2985588,7598.0
2985589,120.0
2985590,8.0
2985591,38.0
2985592,61.0
2985593,0.0
2985594,467.0
2985595,38.0
2985596,39.0
2985597,16.0
2985598,152.0
2985599,40.0
2985600,664.506
2985601,484.0
2985602,20.0
2985603,26.0
2985604,1049.523
2985605,214.556
2985606,7237.474
2985607,0.0
2985608,75.714
2985939,3.0
2985940,0.0
2985941,2.0
2985942,2003.0
2985943,0.0
2985944,329.241
2985945,5.0
2985946,653.0
2985947,693.0
2985948,180.558
2985949,143.0
2985950,74.0
2985951,2806.0
2985952,40.0
2985953,0.0
2985954,33.0
2985955,10.0
2985956,0.0
2985957,157.0
2985958,11.0
2985959,10.0
2985960,2.0
2985961,49.0
2985962,13.0
2985963,296.372
2985964,227.0
2985965,6.0
2985966,7.0
2985967,331.843
2985968,57.942
2985969,2045.979
2985970,0.0
2985971,25.204
2986302,4.0
2986303,1.0
2986304,6.0
2986305,1884.0
2986306,0.0
2986307,412.288
2986308,26.0
2986309,793.0
2986310,599.0
2986311,218.783
2986312,83.0
2986313,69.421
2986314,3084.0
2986315,38.0
2986316,1.0
2986317,27.0
2986318,17.0
2986319,0.0
2986320,209.0
2986321,6.0
2986322,7.0
2986323,12.0
2986324,36.0
2986325,8.0
2986326,306.94
2986327,268.0
2986328,6.0
2986329,7.0
2986330,176.033
2986331,85.178
2986332,1612.007
2986333,0.0
2986334,9.011
2986632,4.0
2986633,0.0
2986634,2.0
2986635,2418.0
2986636,0.0
2986637,361.412
2986638,11.0
2986639,767.0
2986640,569.0
2986641,130.678
2986642,130.0
2986643,134.287
2986644,3062.0
2986645,23.0
2986646,3.0
2986647,22.0
2986648,27.0
2986649,0.0
2986650,208.0
2986651,19.0
2986652,19.0
2986653,16.0
2986654,87.0
2986655,9.0
2986656,226.22499
2986657,239.0
2986658,6.0
2986659,4.0
2986660,277.277
2986661,84.333
2986662,2137.037
2986663,0.0
2986664,74.51
2986995,5.0
2986996,0.0
2986997,10.0
2986998,2433.0
2986999,0.0
2987000,586.0
2987001,7.0
2987002,716.0
2987003,674.0
2987004,183.266
2987005,142.0
2987006,99.615
2987007,3228.0
2987008,7.0
2987009,1.0
2987010,15.0
2987011,19.0
2987012,0.0
2987013,195.0
2987014,16.0
2987015,3.0
2987016,6.0
2987017,56.0
2987018,9.0
2987019,390.749
2987020,217.0
2987021,11.0
2987022,8.0
2987023,392.329
2987024,109.178
2987025,1737.367
2987026,0.0
2987027,28.051
2987358,13.0
2987359,0.0
2987360,13.0
2987361,6704.0
2987362,0.0
2987363,1086.024
2987364,14.0
2987365,1959.0
2987366,1747.0
2987367,317.637
2987368,400.0
2987369,291.103
2987370,6699.0
2987371,50.0
2987372,4.0
2987373,33.0
2987374,55.0
2987375,0.0
2987376,370.0
2987377,27.0
2987378,37.0
2987379,25.0
2987380,150.0
2987381,29.0
2987382,601.404
2987383,461.0
2987384,17.0
2987385,24.0
2987386,947.352
2987387,193.132
2987388,6115.11
2987389,0.0
2987390,68.081
2987721,4.0
2987722,0.0
2987723,10.0
2987724,1901.0
2987725,0.0
2987726,300.032
2987727,6.0
2987728,760.0
2987729,577.0
2987730,155.136
2987731,132.0
2987732,63.0
2987733,2809.0
2987734,23.0
2987735,0.0
2987736,14.0
2987737,5.0
2987738,0.0
2987739,172.0
2987740,8.0
2987741,21.0
2987742,2.0
2987743,33.0
2987744,9.0
2987745,276.463
2987746,209.0
2987747,4.0
2987748,7.0
2987749,312.2
2987750,57.472
2987751,1860.731
2987752,0.0
2987753,29.231
2988084,8.0
2988085,1.0
2988086,8.0
2988087,1367.0
2988088,0.0
2988089,350.951
2988090,14.0
2988091,530.0
2988092,479.0
2988093,168.751
2988094,72.0
2988095,80.6
2988096,2382.0
2988097,32.0
2988098,1.0
2988099,22.0
2988100,10.0
2988101,0.0
2988102,162.0
2988103,15.0
2988104,8.0
2988105,13.0
2988106,20.0
2988107,6.0
2988108,179.984
2988109,236.0
2988110,4.0
2988111,4.0
2988112,214.09799
2988113,51.036
2988114,1416.825
2988115,1.0
2988116,10.88
2988414,7.0
2988415,0.0
2988416,4.0
2988417,2311.0
2988418,0.0
2988419,399.547
2988420,12.0
2988421,651.0
2988422,789.0
2988423,123.496
2988424,134.0
2988425,154.309
2988426,2719.0
2988427,20.0
2988428,3.0
2988429,29.0
2988430,16.0
2988431,0.0
2988432,161.0
2988433,31.0
2988434,20.0
2988435,0.0
2988436,99.0
2988437,2.0
2988438,373.666
2988439,288.0
2988440,7.0
2988441,12.0
2988442,289.324
2988443,51.189
2988444,3855.684
2988445,0.0
2988446,21.437
2988777,10.0
2988778,0.0
2988779,10.0
2988780,2324.0
2988781,0.0
2988782,598.0
2988783,10.0
2988784,691.0
2988785,726.0
2988786,198.167
2988787,147.0
2988788,99.0
2988789,3197.0
2988790,20.0
2988791,0.0
2988792,18.0
2988793,136.0
2988794,0.0
2988795,196.0
2988796,13.0
2988797,14.0
2988798,7.0
2988799,90.0
2988800,14.0
2988801,401.509
2988802,220.0
2988803,13.0
2988804,8.0
2988805,398.318
2988806,109.417
2988807,2905.31
2988808,0.0
2988809,42.032
2989140,6.0
2989141,0.0
2989142,13.0
2989143,6825.0
2989144,0.0
2989145,1169.541
2989146,24.0
2989147,1720.0
2989148,1918.0
2989149,299.094
2989150,423.0
2989151,244.759
2989152,7285.0
2989153,97.0
2989154,3.0
2989155,84.0
2989156,39.0
2989157,0.0
2989158,394.0
2989159,34.0
2989160,72.0
2989161,12.0
2989162,156.0
2989163,24.0
2989164,610.756
2989165,478.0
2989166,14.0
2989167,21.0
2989168,943.184
2989169,255.534
2989170,9710.546
2989171,3.0
2989172,83.973
2989503,4.0
2989504,0.0
2989505,6.0
2989506,2020.0
2989507,0.0
2989508,296.955
2989509,5.0
2989510,621.0
2989511,602.0
2989512,162.535
2989513,99.0
2989514,79.0
2989515,2659.0
2989516,13.0
2989517,1.0
2989518,19.0
2989519,12.0
2989520,0.0
2989521,167.0
2989522,19.0
2989523,36.0
2989524,3.0
2989525,57.0
2989526,15.0
2989527,276.36
2989528,206.0
2989529,5.0
2989530,10.0
2989531,312.375
2989532,47.978
2989533,2899.98
2989534,0.0
2989535,17.544
2989866,3.0
2989867,0.0
2989868,3.0
2989869,1575.0
2989870,0.0
2989871,347.098
2989872,26.0
2989873,687.0
2989874,520.0
2989875,191.371
2989876,78.0
2989877,87.0
2989878,2872.0
2989879,17.0
2989880,4.0
2989881,30.0
2989882,14.0
2989883,0.0
2989884,165.0
2989885,5.0
2989886,6.0
2989887,14.0
2989888,67.0
2989889,5.0
2989890,200.516
2989891,212.0
2989892,6.0
2989893,10.0
2989894,215.72
2989895,53.745
2989896,1901.853
2989897,1.0
2989898,9.355
2990196,9.0
2990197,0.0
2990198,10.0
2990199,2377.0
2990200,0.0
2990201,417.021
2990202,17.0
2990203,696.0
2990204,736.0
2990205,139.761
2990206,114.0
2990207,167.70999
2990208,2591.0
2990209,23.0
2990210,1.0
2990211,39.0
2990212,31.0
2990213,0.0
2990214,170.0
2990215,7.0
2990216,22.0
2990217,8.0
2990218,142.0
2990219,7.0
2990220,243.94301
2990221,183.0
2990222,5.0
2990223,11.0
2990224,268.744
2990225,97.532
2990226,2261.499
2990227,0.0
2990228,39.369
2990559,9.0
2990560,0.0
2990561,9.0
2990562,2936.0
2990563,0.0
2990564,501.0
2990565,16.0
2990566,575.0
2990567,597.0
2990568,136.807
2990569,139.0
2990570,73.0
2990571,2780.0
2990572,42.0
2990573,4.0
2990574,20.0
2990575,22.0
2990576,0.0
2990577,193.0
2990578,11.0
2990579,17.0
2990580,2.0
2990581,118.0
2990582,14.0
2990583,894.182
2990584,144.0
2990585,10.0
2990586,7.0
2990587,358.922
2990588,73.426
2990589,1593.369
2990590,0.0
2990591,22.127
2990922,3.0
2990923,0.0
2990924,16.0
2990925,6694.0
